,r,beta,model_name,Spectrum RMSE (eV),Spectrum RMSE*<kt>/kT,dloss/z,trace,t_1,doccp,t_2,hophop,sisj,densityNN,densityNNN,density_hopNN,density_NN_hopNN,hopNN_hopNN_ijik,hopNN_hopNN_ijjk,ring_ijkl,ring_ijlk
331,4,0.4,trace_t_1_doccp,0.253139348,0.004255006,0.119413953,-13.32908325,-1.211300455,9.174289315,,,,,,,,,,,
332,4,0.6,trace_t_1_doccp,0.254339513,0.002945967,0.120098456,-13.32809533,-1.215112219,9.182129724,,,,,,,,,,,
333,4,0.8,trace_t_1_doccp,0.253747399,0.002996702,0.12043658,-13.32808834,-1.214726109,9.174255932,,,,,,,,,,,
334,4,1,trace_t_1_doccp,0.270245668,0.003169895,0.160045186,-13.32823486,-1.212735502,9.148176614,,,,,,,,,,,
335,4,2,trace_t_1_doccp,0.573943905,0.003493659,0.21818748,-13.32809451,-1.201191704,8.962075621,,,,,,,,,,,
336,4,4,trace_t_1_doccp,0.598557734,0.002295894,0.207319682,-13.32361923,-1.207748717,8.951397548,,,,,,,,,,,
337,4.4,0.05,trace_t_1_doccp,0.224716575,0.005814369,0.170851011,-13.35645197,-0.767787576,9.066440605,,,,,,,,,,,
338,4.4,0.1,trace_t_1_doccp,0.231009864,0.008194335,0.177715784,-13.35204073,-0.793703662,9.120172356,,,,,,,,,,,
339,4.4,0.125,trace_t_1_doccp,0.223130868,0.008585076,0.177411543,-13.35006203,-0.805066426,9.143849191,,,,,,,,,,,
340,4.4,0.15,trace_t_1_doccp,0.226242611,0.008618466,0.177194781,-13.34818098,-0.815668433,9.165948186,,,,,,,,,,,
341,4.4,0.2,trace_t_1_doccp,0.234011549,0.00798852,0.176862596,-13.34481158,-0.834198867,9.204689605,,,,,,,,,,,
342,4.4,0.3,trace_t_1_doccp,0.255082166,0.005641362,0.176671836,-13.33988661,-0.860318853,9.260276916,,,,,,,,,,,
343,4.4,0.4,trace_t_1_doccp,0.249212183,0.003485294,0.17627289,-13.33706586,-0.874768841,9.292729483,,,,,,,,,,,
344,4.4,0.6,trace_t_1_doccp,0.254370736,0.001468324,0.176344061,-13.33490298,-0.88565549,9.321714001,,,,,,,,,,,
345,4.4,0.8,trace_t_1_doccp,0.256091439,0.001305204,0.176210738,-13.33444041,-0.888128088,9.332859819,,,,,,,,,,,
346,4.4,1,trace_t_1_doccp,0.262946934,0.001416304,0.202841634,-13.33438259,-0.888593948,9.337609416,,,,,,,,,,,
347,4.4,2,trace_t_1_doccp,0.343415674,0.001750099,0.203298201,-13.33462078,-0.899754162,9.597950888,,,,,,,,,,,
348,4.8,0.05,trace_t_1_doccp,0.209395424,0.004128641,0.180189332,-13.34527811,-0.48146796,9.064850793,,,,,,,,,,,
349,4.8,0.1,trace_t_1_doccp,0.229276773,0.006263026,0.179908926,-13.34217375,-0.508208838,9.125099587,,,,,,,,,,,
350,4.8,0.125,trace_t_1_doccp,0.229708277,0.006810326,0.179887437,-13.34047677,-0.52219431,9.156453284,,,,,,,,,,,
351,4.8,0.15,trace_t_1_doccp,0.239751651,0.007006479,0.185434722,-13.33830633,-0.539322409,9.194397848,,,,,,,,,,,
352,4.8,0.2,trace_t_1_doccp,0.252676028,0.006867832,0.199377557,-13.33495775,-0.565115485,9.251912521,,,,,,,,,,,
353,4.8,0.3,trace_t_1_doccp,0.274567058,0.005131905,0.201120327,-13.32942519,-0.605353223,9.341770078,,,,,,,,,,,
354,4.8,0.4,trace_t_1_doccp,0.280960151,0.003188558,0.185143627,-13.32620967,-0.627624106,9.392886189,,,,,,,,,,,
355,4.8,0.6,trace_t_1_doccp,0.279153581,0.001016872,0.185611711,-13.32377569,-0.643992833,9.434584728,,,,,,,,,,,
356,4.8,0.8,trace_t_1_doccp,0.291599114,0.000583309,0.185501917,-13.32325127,-0.647585573,9.448725885,,,,,,,,,,,
357,4.8,1,trace_t_1_doccp,0.280266848,0.000630937,0.231009531,-13.3231522,-0.648426689,9.456579435,,,,,,,,,,,
358,4.8,2,trace_t_1_doccp,,,,-13.3231522,-0.648426689,9.456579435,,,,,,,,,,,
359,4.8,4,trace_t_1_doccp,,,,-13.3231522,-0.648426689,9.456579435,,,,,,,,,,,
360,4.8,8,trace_t_1_doccp,0,0,0,-13.3231522,-0.648426689,9.456579435,,,,,,,,,,,
361,3.2,0.05,trace_t_1_doccp_densityNN,0.233431411,0.007734281,0.094980256,-16.01191193,-2.127853487,9.951621171,,,,2.874183867,,,,,,,
362,3.2,0.1,trace_t_1_doccp_densityNN,0.233256612,0.011081663,0.095016166,-15.99545248,-2.120258031,9.920268571,,,,2.855451756,,,,,,,
363,3.2,0.125,trace_t_1_doccp_densityNN,0.241383146,0.011426716,0.095453655,-16.27507738,-2.106302828,10.09735829,,,,3.133875667,,,,,,,
364,3.2,0.15,trace_t_1_doccp_densityNN,0.256730682,0.013079847,0.095580507,-16.03469601,-2.084491094,9.989315925,,,,2.86626872,,,,,,,
365,3.2,0.2,trace_t_1_doccp_densityNN,0.258345771,0.012938295,0.095637952,-16.01082298,-2.081341624,9.968248942,,,,2.840605869,,,,,,,
366,3.2,0.3,trace_t_1_doccp_densityNN,0.260832138,0.011325219,0.094867868,-15.97229355,-2.077983451,9.940766883,,,,2.799608592,,,,,,,
367,3.2,0.4,trace_t_1_doccp_densityNN,0.293205745,0.008221531,0.176497182,-15.95231206,-2.077850368,9.935687312,,,,2.778774298,,,,,,,
368,3.2,0.6,trace_t_1_doccp_densityNN,0.317920129,0.006600149,0.176404233,-15.93428807,-2.080583111,9.929735543,,,,2.762682714,,,,,,,
369,3.2,0.8,trace_t_1_doccp_densityNN,0.314294863,0.005271405,0.176189474,-15.92057081,-2.085157209,9.907070779,,,,2.754830012,,,,,,,
370,3.2,1,trace_t_1_doccp_densityNN,0.250599071,0.003951747,0.369418994,-15.90497976,-2.089984741,9.873040475,,,,2.7469424,,,,,,,
371,3.2,2,trace_t_1_doccp_densityNN,1.590567151,0.000462365,0.3537587,-19.17038903,-1.90442697,12.55524308,,,,5.914312428,,,,,,,
372,3.2,4,trace_t_1_doccp_densityNN,2.00840135,4.18E-06,0.40882284,-19.65063728,-1.866432375,13.04179556,,,,6.371170478,,,,,,,
373,3.6,0.05,trace_t_1_doccp_densityNN,0.207004112,0.005987182,0.080674065,-14.3834932,-1.616402573,9.300146322,,,,1.104886263,,,,,,,
374,3.6,0.1,trace_t_1_doccp_densityNN,0.201565,0.008458051,0.080252283,-14.46268678,-1.610703112,9.316443137,,,,1.183979075,,,,,,,
375,3.6,0.125,trace_t_1_doccp_densityNN,0.201742949,0.009003564,0.080248258,-14.45813684,-1.609209336,9.308780397,,,,1.179073304,,,,,,,
376,3.6,0.15,trace_t_1_doccp_densityNN,0.201955326,0.009233285,0.080244419,-14.45352557,-1.607659281,9.300879701,,,,1.174071416,,,,,,,
377,3.6,0.2,trace_t_1_doccp_densityNN,0.194936466,0.00945609,0.086810615,-15.79695785,-1.561028186,9.88193079,,,,2.525463368,,,,,,,
378,3.6,0.3,trace_t_1_doccp_densityNN,0.194230552,0.00830922,0.086828972,-15.7880173,-1.550482498,9.853348162,,,,2.513022781,,,,,,,
379,3.6,0.4,trace_t_1_doccp_densityNN,0.195394681,0.007095306,0.08685008,-15.78319283,-1.543881839,9.844755924,,,,2.505519268,,,,,,,
380,3.6,0.6,trace_t_1_doccp_densityNN,0.206229019,0.005550321,0.086932765,-15.7908716,-1.53605609,9.863132674,,,,2.508955928,,,,,,,
381,3.6,0.8,trace_t_1_doccp_densityNN,0.207563118,0.004951875,0.083676823,-15.79956399,-1.531937155,9.881481981,,,,2.514888749,,,,,,,
382,4,0.05,trace_t_1_doccp_densityNN,0.158782152,0.004271658,0.089716378,-15.39341425,-1.185973652,9.934573367,,,,2.081821177,,,,,,,
383,4,0.1,trace_t_1_doccp_densityNN,0.158231178,0.006137227,0.094195874,-15.38921229,-1.178593065,9.918838337,,,,2.075762728,,,,,,,
384,4,0.125,trace_t_1_doccp_densityNN,0.157916365,0.006558663,0.094186245,-15.38843353,-1.175270157,9.91299732,,,,2.074130817,,,,,,,
385,4,0.15,trace_t_1_doccp_densityNN,0.157926754,0.006750819,0.094180844,-15.38863758,-1.172206842,9.908671424,,,,2.073536515,,,,,,,
386,4,0.2,trace_t_1_doccp_densityNN,0.158173559,0.006698851,0.094181371,-15.3921763,-1.166824517,9.90480977,,,,2.0756397,,,,,,,
387,4,0.3,trace_t_1_doccp_densityNN,0.143967456,0.005874237,0.094219624,-15.41106864,-1.158506363,9.915565629,,,,2.092170728,,,,,,,
388,4,0.4,trace_t_1_doccp_densityNN,0.148822812,0.004908997,0.092102634,-15.44214153,-1.152185974,9.944736133,,,,2.121248594,,,,,,,
389,4,0.6,trace_t_1_doccp_densityNN,0.159916207,0.003442344,0.092122411,-15.48543827,-1.143524963,9.997435404,,,,2.161291568,,,,,,,
390,4,0.8,trace_t_1_doccp_densityNN,0.166840164,0.003011282,0.092197704,-15.50109815,-1.139206685,10.01983339,,,,2.175127815,,,,,,,
391,4,1,trace_t_1_doccp_densityNN,0.170013584,0.003054803,0.176543358,-15.50443695,-1.137400027,10.02612266,,,,2.177638946,,,,,,,
392,4,2,trace_t_1_doccp_densityNN,0.181215377,0.003336783,0.175943572,-15.67536392,-1.133451202,10.14520596,,,,2.348269686,,,,,,,
393,4,4,trace_t_1_doccp_densityNN,0.261632441,0.001777844,0.211958041,-17.17740564,-1.117279776,11.34998006,,,,3.852410596,,,,,,,
394,4.4,0.05,trace_t_1_doccp_densityNN,0.14023818,0.002747781,0.169949255,-15.20836309,-0.880057798,10.06445642,,,,1.884528319,,,,,,,
395,4.4,0.1,trace_t_1_doccp_densityNN,0.139881295,0.003972533,0.169552663,-15.18171707,-0.87262258,10.03635308,,,,1.856207775,,,,,,,
396,4.4,0.125,trace_t_1_doccp_densityNN,0.147353969,0.004009054,0.159968997,-14.84434978,-0.86187968,9.824152694,,,,1.514833138,,,,,,,
397,4.4,0.15,trace_t_1_doccp_densityNN,0.14778859,0.004034664,0.159856129,-14.83290275,-0.860321376,9.816249345,,,,1.502995593,,,,,,,
398,4.4,0.2,trace_t_1_doccp_densityNN,0.137930266,0.00421059,0.168900975,-15.13902015,-0.860943162,9.99559442,,,,1.81079568,,,,,,,
399,4.4,0.3,trace_t_1_doccp_densityNN,0.131229312,0.003468666,0.168416737,-15.1208022,-0.853337521,9.982324535,,,,1.790740881,,,,,,,
400,4.4,0.4,trace_t_1_doccp_densityNN,0.155545056,0.001907023,0.161940003,-14.55814781,-0.851463134,9.664896515,,,,1.224780182,,,,,,,
401,4.4,0.6,trace_t_1_doccp_densityNN,0.133357143,0.001600606,0.167545994,-15.18048905,-0.841884717,10.04756147,,,,1.847568995,,,,,,,
402,4.4,0.8,trace_t_1_doccp_densityNN,0.146573575,0.001297259,0.172653729,-15.01605395,-0.843574513,9.982385506,,,,1.682344503,,,,,,,
403,4.8,0.05,trace_t_1_doccp_densityNN,0.150990899,0.002871245,0.079586745,-14.93387324,-0.652223659,10.12924141,,,,1.616931314,,,,,,,
404,4.8,0.1,trace_t_1_doccp_densityNN,0.154251792,0.003836113,0.079617458,-14.90668763,-0.644618077,10.09819404,,,,1.588451308,,,,,,,
405,4.8,0.125,trace_t_1_doccp_densityNN,0.166122375,0.00349664,0.093117179,-14.68621206,-0.632433916,9.944060779,,,,1.365426792,,,,,,,
406,4.8,0.15,trace_t_1_doccp_densityNN,0.166481587,0.00341986,0.093559764,-14.671609,-0.630477625,9.931883589,,,,1.350475924,,,,,,,
407,4.8,0.2,trace_t_1_doccp_densityNN,0.171798313,0.003038639,0.093749189,-14.66025828,-0.627644238,9.919733351,,,,1.338648606,,,,,,,
408,4.8,0.3,trace_t_1_doccp_densityNN,0.170755787,0.002048738,0.095709737,-14.64350472,-0.623684113,9.901973251,,,,1.32122333,,,,,,,
409,4.8,0.4,trace_t_1_doccp_densityNN,0.170432364,0.001274968,0.095859491,-14.63301043,-0.621500421,9.891053619,,,,1.310354687,,,,,,,
410,4.8,0.6,trace_t_1_doccp_densityNN,0.154193111,0.00069234,0.098320175,-14.62172008,-0.619818583,9.879627727,,,,1.298770977,,,,,,,
411,4.8,0.8,trace_t_1_doccp_densityNN,0.154492055,0.000726232,0.098502814,-14.61591255,-0.619372407,9.873448446,,,,1.292885972,,,,,,,
412,4.8,1,trace_t_1_doccp_densityNN,0.146423969,0.0005787,0.211548893,-14.61617165,-0.619125,9.870628863,,,,1.293119436,,,,,,,
413,4.8,2,trace_t_1_doccp_densityNN,0.122907434,0.000762783,0.226016051,-15.30150141,-0.613649986,10.40076477,,,,1.978409723,,,,,,,
414,4.8,4,trace_t_1_doccp_densityNN,0.222726156,0.000815486,0.239444797,-15.42548295,-0.617563658,10.6467352,,,,2.10228463,,,,,,,
415,4.8,8,trace_t_1_doccp_densityNN,0,0,0,-15.42548295,-0.617563658,10.6467352,,,,2.10228463,,,,,,,
416,3.2,0.05,trace_t_1_doccp_hophop,0.396223452,0.007135504,0.450243372,-13.25944938,-2.099054851,9.087762784,,-0.219450264,,,,,,,,,
417,3.2,0.1,trace_t_1_doccp_hophop,0.292408283,0.011663317,0.381074537,-13.15348892,-2.358818668,9.289923719,,0.504676991,,,,,,,,,
418,3.2,0.125,trace_t_1_doccp_hophop,0.292427689,0.012266018,0.381199634,-13.15443695,-2.35799109,9.289855121,,0.517448882,,,,,,,,,
419,3.2,0.15,trace_t_1_doccp_hophop,0.292525657,0.012452737,0.381333074,-13.16355107,-2.343982456,9.243071822,,0.613713436,,,,,,,,,
420,3.2,0.2,trace_t_1_doccp_hophop,0.346732477,0.011250675,0.414874335,-13.16355107,-2.343982456,9.243071822,,0.613713436,,,,,,,,,
421,3.2,0.3,trace_t_1_doccp_hophop,0.414790579,0.010454953,0.400327883,-13.16355107,-2.343982456,9.243071822,,0.613713436,,,,,,,,,
422,3.2,0.4,trace_t_1_doccp_hophop,0.298847877,0.008788654,0.377190379,-13.16355107,-2.343982456,9.243071822,,0.613713436,,,,,,,,,
423,3.2,0.6,trace_t_1_doccp_hophop,0.320000689,0.006273222,0.372114765,-13.15693433,-2.212786752,8.633230097,,-0.199045017,,,,,,,,,
424,3.2,0.8,trace_t_1_doccp_hophop,0.384005725,0.004984354,0.378340416,-13.16355107,-2.343982456,9.243071822,,0.613713436,,,,,,,,,
425,3.2,1,trace_t_1_doccp_hophop,0.488458398,0.003123564,0.40413268,-13.16355107,-2.343982456,9.243071822,,0.613713436,,,,,,,,,
426,3.6,0.05,trace_t_1_doccp_hophop,0.236451086,0.006201483,0.162494442,-13.16355107,-2.343982456,9.243071822,,0.613713436,,,,,,,,,
427,3.6,0.1,trace_t_1_doccp_hophop,0.214284989,0.008087234,0.154407013,-13.16355107,-2.343982456,9.243071822,,0.613713436,,,,,,,,,
428,3.6,0.125,trace_t_1_doccp_hophop,0.236551292,0.009104373,0.162482672,-13.28784994,-1.758701067,9.491136266,,0.86708268,,,,,,,,,
429,3.6,0.15,trace_t_1_doccp_hophop,0.244808343,0.011102293,0.168683828,-13.2750272,-1.52986544,8.702724524,,-1.563517391,,,,,,,,,
430,3.6,0.2,trace_t_1_doccp_hophop,0.236310347,0.008940488,0.162532908,-13.28775249,-1.761199635,9.498542899,,0.883280541,,,,,,,,,
431,3.6,0.3,trace_t_1_doccp_hophop,0.284808229,0.008694464,0.168722196,-13.27895316,-1.518185882,8.65922911,,-1.543381389,,,,,,,,,
432,3.6,0.4,trace_t_1_doccp_hophop,0.285660653,0.006807264,0.168728787,-13.28108564,-1.510547299,8.623387757,,-1.538254815,,,,,,,,,
433,3.6,0.6,trace_t_1_doccp_hophop,0.294605828,0.004796322,0.168666167,-13.28373032,-1.49319061,8.526906833,,-1.572798997,,,,,,,,,
434,3.6,0.8,trace_t_1_doccp_hophop,0.29686814,0.004395904,0.172832606,-13.28551396,-1.50436541,8.481921956,,-1.355742955,,,,,,,,,
435,4,0.05,trace_t_1_doccp_hophop,0.190009711,0.003784739,0.173153748,-13.32834283,-1.391639704,10.20820635,,2.082221901,,,,,,,,,
436,4,0.1,trace_t_1_doccp_hophop,0.192844709,0.005253338,0.173146715,-13.32823704,-1.392026513,10.20818381,,2.0839687,,,,,,,,,
437,4,0.125,trace_t_1_doccp_hophop,0.182397662,0.005483421,0.180381701,-13.32781137,-1.412740312,10.34651519,,2.304796564,,,,,,,,,
438,4,0.15,trace_t_1_doccp_hophop,0.181598753,0.005519155,0.17314901,-13.32820556,-1.392089709,10.20742794,,2.085378074,,,,,,,,,
439,4,0.2,trace_t_1_doccp_hophop,0.18169705,0.005224892,0.173158619,-13.32823546,-1.391893413,10.20605401,,2.086513576,,,,,,,,,
440,4,0.3,trace_t_1_doccp_hophop,0.214583368,0.00554783,0.194572234,-13.32303402,-1.116911605,9.077455252,,-1.674912722,,,,,,,,,
441,4,0.4,trace_t_1_doccp_hophop,0.215041024,0.003954083,0.194609307,-13.32433853,-1.112796591,9.057030857,,-1.65696417,,,,,,,,,
442,4,0.6,trace_t_1_doccp_hophop,0.199522337,0.002684633,0.196412819,-13.32587744,-1.110184571,9.015470385,,-1.588075939,,,,,,,,,
443,4,0.8,trace_t_1_doccp_hophop,0.201193242,0.002659078,0.198201445,-13.32649261,-1.110091326,8.986827081,,-1.535524618,,,,,,,,,
444,4.4,0.05,trace_t_1_doccp_hophop,0.171339881,0.002471506,0.184533568,-13.33613472,-1.003500105,10.23032742,,2.027412839,,,,,,,,,
445,4.4,0.1,trace_t_1_doccp_hophop,0.150820338,0.003418887,0.172322584,-13.33617036,-0.981478445,10.02537171,,1.6820823,,,,,,,,,
446,4.4,0.125,trace_t_1_doccp_hophop,0.151022597,0.00354247,0.172299033,-13.33597051,-0.982758207,10.02863755,,1.684299841,,,,,,,,,
447,4.4,0.15,trace_t_1_doccp_hophop,0.222606809,0.004875231,0.262280681,-13.32809113,-0.838870067,9.544705464,,-1.813973649,,,,,,,,,
448,4.4,0.2,trace_t_1_doccp_hophop,0.234766747,0.004443257,0.276098334,-13.33094975,-0.831925698,9.47397545,,-1.646370921,,,,,,,,,
449,4.4,0.3,trace_t_1_doccp_hophop,0.21419257,0.003469013,0.263222246,-13.3308267,-0.826286612,9.533643772,,-1.819529861,,,,,,,,,
450,4.4,0.4,trace_t_1_doccp_hophop,0.217351683,0.002435406,0.263903343,-13.33195157,-0.821182758,9.537720279,,-1.832292708,,,,,,,,,
451,4.4,0.6,trace_t_1_doccp_hophop,0.209684125,0.001176908,0.248133553,-13.32383779,-0.700377991,9.926777794,,1.28927068,,,,,,,,,
452,4.4,0.8,trace_t_1_doccp_hophop,0.208270635,0.001181097,0.259452122,-13.32383779,-0.700377991,9.926777794,,1.28927068,,,,,,,,,
453,4.8,0.05,trace_t_1_doccp_hophop,0.163257841,0.001317208,0.25713047,-13.32383779,-0.700377991,9.926777794,,1.28927068,,,,,,,,,
454,4.8,0.1,trace_t_1_doccp_hophop,0.186941714,0.001746782,0.224046356,-13.32383779,-0.700377991,9.926777794,,1.28927068,,,,,,,,,
455,4.8,0.125,trace_t_1_doccp_hophop,0.167667369,0.002490191,0.19747187,-13.32383779,-0.700377991,9.926777794,,1.28927068,,,,,,,,,
456,4.8,0.15,trace_t_1_doccp_hophop,0.173370514,0.002622257,0.178015361,-13.32383779,-0.700377991,9.926777794,,1.28927068,,,,,,,,,
457,4.8,0.2,trace_t_1_doccp_hophop,0.170520952,0.001541626,0.25712313,-13.32383779,-0.700377991,9.926777794,,1.28927068,,,,,,,,,
458,4.8,0.3,trace_t_1_doccp_hophop,0.16500794,0.001691181,0.201869277,-13.32383779,-0.700377991,9.926777794,,1.28927068,,,,,,,,,
459,4.8,0.4,trace_t_1_doccp_hophop,0.157868787,0.001088579,0.17321008,-13.32383779,-0.700377991,9.926777794,,1.28927068,,,,,,,,,
460,4.8,0.6,trace_t_1_doccp_hophop,,,,-13.32383779,-0.700377991,9.926777794,,1.28927068,,,,,,,,,
461,4.8,0.8,trace_t_1_doccp_hophop,,,,-13.32383779,-0.700377991,9.926777794,,1.28927068,,,,,,,,,
462,4.8,1,trace_t_1_doccp_hophop,,,,-13.32383779,-0.700377991,9.926777794,,1.28927068,,,,,,,,,
463,4.8,2,trace_t_1_doccp_hophop,0,0,0,-13.32383779,-0.700377991,9.926777794,,1.28927068,,,,,,,,,
464,4.8,4,trace_t_1_doccp_hophop,0,0,0,-13.32383779,-0.700377991,9.926777794,,1.28927068,,,,,,,,,
465,4.8,8,trace_t_1_doccp_hophop,0,0,0,-13.32383779,-0.700377991,9.926777794,,1.28927068,,,,,,,,,
466,3.2,0.05,trace_t_1_doccp_sisj,0.282783708,0.008302385,0.084149956,-13.06410006,-2.478787373,9.018144412,,,-0.378777411,,,,,,,,
467,3.2,0.1,trace_t_1_doccp_sisj,0.282938457,0.011354497,0.08406536,-13.06325108,-2.484181096,9.028114591,,,-0.389978083,,,,,,,,
468,3.2,0.125,trace_t_1_doccp_sisj,0.283053209,0.011759863,0.089460717,-13.06285338,-2.486583875,9.031821129,,,-0.396243096,,,,,,,,
469,3.2,0.15,trace_t_1_doccp_sisj,0.283198282,0.011796647,0.089411831,-13.06235482,-2.489098428,9.034917395,,,-0.403315876,,,,,,,,
470,3.2,0.2,trace_t_1_doccp_sisj,0.306692136,0.01212563,0.088938354,-13.08521298,-2.490071608,9.196591836,,,-0.478147317,,,,,,,,
471,3.2,0.3,trace_t_1_doccp_sisj,0.309203396,0.009083096,0.088550412,-13.07212664,-2.522744179,9.228230963,,,-0.524573508,,,,,,,,
472,3.2,0.4,trace_t_1_doccp_sisj,0.305197593,0.006404879,0.088295855,-13.06369093,-2.546411744,9.260347844,,,-0.564034346,,,,,,,,
473,3.2,0.6,trace_t_1_doccp_sisj,0.316578735,0.003229131,0.088140679,-13.05891248,-2.562969135,9.284959038,,,-0.597650618,,,,,,,,
474,3.2,0.8,trace_t_1_doccp_sisj,0.33520334,0.001708232,0.079757434,-13.07381773,-2.465390957,8.788080855,,,-0.499173829,,,,,,,,
475,3.2,1,trace_t_1_doccp_sisj,1.014761866,0.000997091,0.435418055,-13.07382923,-2.475651178,8.808750867,,,-0.531345234,,,,,,,,
476,3.2,2,trace_t_1_doccp_sisj,1.627020523,0.00010735,0.340068884,-13.01688441,-3.065345523,12.39074107,,,-1.006926749,,,,,,,,
477,3.6,0.05,trace_t_1_doccp_sisj,0.246389115,0.006647697,0.11550977,-13.31692033,-1.557996809,8.971922001,,,0.154593811,,,,,,,,
478,3.6,0.1,trace_t_1_doccp_sisj,0.213653078,0.009565754,0.109362875,-13.31415132,-1.56742837,8.975374808,,,0.137469932,,,,,,,,
479,3.6,0.125,trace_t_1_doccp_sisj,0.214133721,0.010127544,0.108689538,-13.31260496,-1.572723663,8.977835028,,,0.128361822,,,,,,,,
480,3.6,0.15,trace_t_1_doccp_sisj,0.21887474,0.010324156,0.107979985,-13.31096315,-1.57839179,8.980853448,,,0.118910826,,,,,,,,
481,3.6,0.2,trace_t_1_doccp_sisj,0.236178826,0.009957432,0.105429172,-13.30454348,-1.600961292,8.999876135,,,0.084560044,,,,,,,,
482,3.6,0.3,trace_t_1_doccp_sisj,0.249098122,0.00816443,0.098848492,-13.29149803,-1.645677168,9.041810293,,,0.021898602,,,,,,,,
483,3.6,0.4,trace_t_1_doccp_sisj,0.261808773,0.006363802,0.101643811,-13.27904007,-1.687650931,9.083102547,,,-0.035898056,,,,,,,,
484,3.6,0.6,trace_t_1_doccp_sisj,0.315735167,0.003831334,0.093875419,-13.24923372,-1.786094221,9.188725617,,,-0.17310297,,,,,,,,
485,3.6,0.8,trace_t_1_doccp_sisj,0.327467615,0.002739653,0.087969117,-13.22587877,-1.861037606,9.25666788,,,-0.286534661,,,,,,,,
486,4,0.05,trace_t_1_doccp_sisj,0.198240046,0.005437392,0.117184278,-13.37370508,-0.99187511,8.840412503,,,0.225107006,,,,,,,,
487,4,0.1,trace_t_1_doccp_sisj,0.199048028,0.007680891,0.11311683,-13.3730793,-0.995877612,8.842271132,,,0.214355698,,,,,,,,
488,4,0.125,trace_t_1_doccp_sisj,0.22234812,0.008030169,0.112739623,-13.37269179,-0.998302325,8.844286942,,,0.209167466,,,,,,,,
489,4,0.15,trace_t_1_doccp_sisj,0.221817459,0.008073204,0.112347202,-13.37224708,-1.000994766,8.846896229,,,0.204094038,,,,,,,,
490,4,0.2,trace_t_1_doccp_sisj,0.221013988,0.007604789,0.111506115,-13.37121703,-1.007065756,8.853808606,,,0.194326837,,,,,,,,
491,4,0.3,trace_t_1_doccp_sisj,0.220099364,0.005882088,0.109284066,-13.36787566,-1.02579867,8.877835608,,,0.170924729,,,,,,,,
492,4,0.4,trace_t_1_doccp_sisj,0.220491102,0.00453307,0.107928083,-13.36554099,-1.038000599,8.891368857,,,0.157589247,,,,,,,,
493,4,0.6,trace_t_1_doccp_sisj,0.215097549,0.003692814,0.105550964,-13.3610158,-1.060197428,8.907512944,,,0.135384205,,,,,,,,
494,4,0.8,trace_t_1_doccp_sisj,0.255188219,0.002959556,0.082150082,-13.32684384,-1.220350723,9.184810418,,,-0.005121051,,,,,,,,
495,4,1,trace_t_1_doccp_sisj,0.318458956,0.002182034,0.162243916,-13.29794428,-1.346802116,9.41721874,,,-0.126048065,,,,,,,,
496,4,2,trace_t_1_doccp_sisj,3.167991861,0.002489989,0.16644469,-13.25584614,-1.846285235,14.55100336,,,-0.3102846,,,,,,,,
497,4.4,0.05,trace_t_1_doccp_sisj,0.218525068,0.003836403,0.19214161,-13.37045647,-0.640274036,8.839543027,,,0.172418497,,,,,,,,
498,4.4,0.1,trace_t_1_doccp_sisj,0.224224924,0.005274494,0.191749441,-13.37057645,-0.641035349,8.838043003,,,0.16615512,,,,,,,,
499,4.4,0.125,trace_t_1_doccp_sisj,0.218708112,0.005466115,0.191551441,-13.37059846,-0.641609298,8.837828488,,,0.163416235,,,,,,,,
500,4.4,0.15,trace_t_1_doccp_sisj,0.218451269,0.005438546,0.191352703,-13.3705971,-0.642300621,8.8379389,,,0.160914073,,,,,,,,
501,4.4,0.2,trace_t_1_doccp_sisj,0.222601096,0.004989022,0.190667459,-13.37051467,-0.644096108,8.839196168,,,0.156471635,,,,,,,,
502,4.4,0.3,trace_t_1_doccp_sisj,0.216725103,0.003587063,0.189881527,-13.37015599,-0.64843364,8.843805616,,,0.149647829,,,,,,,,
503,4.4,0.4,trace_t_1_doccp_sisj,0.209434031,0.002419223,0.189097048,-13.36958553,-0.653662474,8.850667101,,,0.144413537,,,,,,,,
504,4.4,0.6,trace_t_1_doccp_sisj,0.190095101,0.001535217,0.187466254,-13.36800853,-0.666138511,8.869087542,,,0.135662139,,,,,,,,
505,4.4,0.8,trace_t_1_doccp_sisj,0.184815144,0.001584907,0.186127856,-13.36562842,-0.683658816,8.898662974,,,0.125413543,,,,,,,,
506,4.8,0.05,trace_t_1_doccp_sisj,0.219187677,0.002293272,0.250788753,-13.34779483,-0.407520936,8.915505044,,,0.118811507,,,,,,,,
507,4.8,0.1,trace_t_1_doccp_sisj,0.205959366,0.004206649,0.141141889,-13.34805693,-0.4069489,8.912661741,,,0.114260634,,,,,,,,
508,4.8,0.125,trace_t_1_doccp_sisj,0.208709191,0.004282416,0.141461236,-13.34815579,-0.406846927,8.911765612,,,0.112381973,,,,,,,,
509,4.8,0.15,trace_t_1_doccp_sisj,0.218034481,0.004186285,0.142031826,-13.34823476,-0.406825184,8.911099157,,,0.110749414,,,,,,,,
510,4.8,0.2,trace_t_1_doccp_sisj,0.224878985,0.003704814,0.141943049,-13.34834508,-0.407062538,8.910552445,,,0.108013709,,,,,,,,
511,4.8,0.3,trace_t_1_doccp_sisj,0.219724646,0.002467359,0.143255546,-13.34838175,-0.40851546,8.91206795,,,0.104371022,,,,,,,,
